"Grado","Sexo","Trimestre_1","Trimestre_2","Trimestre_3","Ingreso_Familiar_Mensual","Numero_Personas_Hogar","Nivel_Educativo_Padres","Situacion_Laboral_Padres","Acceso_Internet_Casa","Tipo_Vivienda","Computadora_Casa","Dispositivos_Moviles","Numero_Dispositivos_Moviles","Numero_Hermanos","Numero_Hermanos_Estudiando","Numero_Hermanos_Trabajando","Probabilidad_Desercion"
"1","M","6.6","9.2","9.1","9782","6","Universitaria","Empleado","No","Prestada","Si","No","7","5","2","0","1"
"3","F","8","7.7","5.7","19648","5","Universitaria","Desempleado","No","Alquilada","Si","Si","7","0","3","5","1"
"3","F","6.1","7.3","9.7","14540","7","Preparatoria","Empleado","No","Prestada","Si","No","2","4","1","1","0"
"2","M","7.2","7.7","5.2","15223","5","Secundaria","Empleado","No","Propia","Si","No","3","2","2","5","1"
"3","M","5.4","8.5","5.1","7339","2","Universitaria","Empleado","No","Alquilada","Si","Si","7","5","3","0","1"
"2","F","9.2","6.7","6.5","7848","5","Secundaria","Desempleado","No","Propia","Si","No","4","0","1","3","0"
"2","F","8.5","7.4","6.8","18877","8","Universitaria","Desempleado","No","Alquilada","Si","No","0","2","5","0","1"
"3","F","8.5","8.4","7.9","17861","3","Primaria","Empleado","No","Prestada","No","No","6","1","4","1","0"
"2","F","5.2","5.3","9","15465","4","Primaria","Empleado","No","Prestada","Si","No","2","0","3","1","1"
"3","M","7.3","6.3","6.5","5302","2","Primaria","Empleado","Si","Prestada","No","Si","1","4","1","1","1"
"2","M","6.6","8.8","8","16437","4","Universitaria","Empleado","Si","Prestada","Si","No","9","4","5","1","0"
"3","F","8.8","7.5","7.7","17162","9","Secundaria","Empleado","No","Prestada","No","No","4","5","4","4","1"
"3","F","7.5","5.7","5.3","16512","3","Primaria","Empleado","No","Prestada","No","Si","0","1","1","1","0"
"2","F","5.3","7.3","5.9","7022","8","Preparatoria","Empleado","Si","Alquilada","No","Si","8","5","5","3","1"
"1","F","9.4","6.5","9.4","12471","9","Primaria","Empleado","Si","Alquilada","Si","Si","9","3","5","0","0"
"2","F","6.1","6.9","6.7","8155","4","Primaria","Empleado","Si","Propia","No","No","4","1","5","2","0"
"3","F","5","6.4","9.6","7254","9","Preparatoria","Empleado","No","Alquilada","No","Si","5","4","0","2","0"
"1","M","7","5.6","8.1","6354","5","Primaria","Desempleado","No","Alquilada","Si","No","6","4","1","4","1"
"2","M","6.8","6.6","7.9","4516","4","Universitaria","Empleado","No","Propia","Si","Si","8","3","2","2","1"
"2","M","7","7.1","8.5","17872","6","Universitaria","Desempleado","No","Propia","No","No","4","1","2","1","0"
"2","F","6.7","7.1","5.8","12156","3","Primaria","Empleado","Si","Prestada","Si","Si","3","2","2","2","0"
"1","F","9.2","6.1","8.5","10838","6","Secundaria","Desempleado","Si","Propia","Si","Si","2","1","2","3","1"
"3","F","5.2","6.7","7.8","14734","4","Secundaria","Empleado","Si","Propia","Si","No","4","2","5","5","1"
"2","M","9.8","9.5","6.5","13022","9","Primaria","Desempleado","Si","Alquilada","No","Si","9","4","5","1","1"
"2","F","9.3","9.6","7.7","7208","8","Preparatoria","Empleado","No","Prestada","No","Si","9","4","0","2","1"
"2","F","8.1","6.4","7","18578","9","Universitaria","Empleado","Si","Propia","Si","No","2","1","0","1","0"
"2","M","5.9","8.6","9.6","15725","9","Universitaria","Empleado","Si","Prestada","No","Si","4","4","0","4","0"
"2","F","8.9","6.5","5.1","11337","6","Universitaria","Desempleado","No","Prestada","Si","Si","7","5","4","3","1"
"3","M","6.4","5.4","9.5","12701","2","Primaria","Empleado","No","Propia","Si","No","1","5","3","0","0"
"3","M","5.4","5.1","8.4","12275","4","Universitaria","Empleado","No","Propia","Si","No","3","5","2","5","0"
"2","F","5.3","7.7","7.7","8210","7","Primaria","Empleado","Si","Propia","Si","Si","7","3","3","1","0"
"1","M","7.7","9","8.5","13544","6","Primaria","Desempleado","Si","Propia","Si","Si","4","0","2","3","1"
"3","F","5.3","7.6","8","18327","5","Secundaria","Desempleado","No","Prestada","No","No","7","2","2","4","1"
"1","M","6.4","8","8.2","16041","4","Preparatoria","Empleado","No","Alquilada","Si","No","5","4","2","4","1"
"3","F","6.6","9","7.2","18705","8","Preparatoria","Empleado","No","Prestada","No","Si","0","2","0","3","0"
"2","M","9.3","8.5","9","12479","7","Preparatoria","Desempleado","No","Prestada","Si","No","4","1","5","2","1"
"3","F","5.2","9.6","6.6","13323","8","Universitaria","Desempleado","Si","Prestada","Si","Si","9","3","4","3","1"
"2","M","5.9","9.2","9.5","14937","2","Secundaria","Empleado","No","Propia","No","Si","1","2","2","2","0"
"3","M","9.6","5","9.8","3702","5","Secundaria","Empleado","Si","Propia","No","No","6","4","2","2","1"
"2","M","9.1","9.9","5","12404","4","Primaria","Empleado","No","Alquilada","No","No","9","0","2","3","0"
"2","F","7.2","7.8","9.1","2830","8","Secundaria","Desempleado","No","Alquilada","No","No","3","5","1","4","0"
"2","F","6.7","5","7.2","10380","5","Primaria","Desempleado","Si","Alquilada","Si","No","1","3","2","0","1"
"2","M","5","5.7","9.7","2091","4","Secundaria","Empleado","No","Prestada","Si","Si","0","1","0","0","1"
"1","F","8.4","6.5","7.6","5877","4","Primaria","Desempleado","No","Alquilada","No","No","4","4","0","3","1"
"2","M","8","7.7","7.4","12103","3","Universitaria","Desempleado","No","Prestada","No","Si","9","3","3","1","0"
"1","F","9.3","7.1","8.1","9676","6","Secundaria","Empleado","Si","Propia","No","Si","7","4","5","3","0"
"1","M","5","6.7","6.8","3580","4","Preparatoria","Empleado","Si","Prestada","No","Si","7","1","5","0","1"
"2","F","5.2","7.1","7.3","17787","2","Primaria","Empleado","No","Propia","No","Si","9","1","0","5","1"
"1","M","5.2","9","5.2","11600","7","Secundaria","Desempleado","No","Propia","No","Si","1","0","3","3","1"
"3","M","8.6","6.1","6.1","17412","6","Secundaria","Desempleado","Si","Alquilada","No","No","5","3","4","5","0"
"2","M","6.8","6.8","8.4","2473","3","Primaria","Empleado","Si","Propia","No","No","6","0","1","5","0"
"1","M","7.8","7.4","6.4","13624","6","Secundaria","Desempleado","Si","Alquilada","Si","Si","9","0","0","5","0"
"2","F","7.4","9.9","6.6","18653","6","Preparatoria","Desempleado","No","Alquilada","Si","No","0","0","2","4","0"
"2","M","8.2","5.4","9.9","19077","4","Primaria","Desempleado","No","Alquilada","No","No","4","5","4","0","0"
"2","F","8.5","8.3","8.1","14663","2","Primaria","Desempleado","No","Prestada","Si","Si","5","2","2","0","0"
"1","F","7.8","8.8","5.6","19799","4","Primaria","Empleado","No","Alquilada","No","Si","6","1","3","0","1"
"3","M","7.5","5.9","6.8","16517","8","Primaria","Desempleado","Si","Alquilada","Si","No","8","0","3","4","1"
"3","F","5.3","9.6","5.6","19619","2","Primaria","Empleado","Si","Propia","No","Si","2","2","1","0","1"
"1","F","9.8","5.6","5.4","5967","8","Preparatoria","Desempleado","Si","Prestada","Si","No","7","2","4","1","0"
"2","F","6.3","8.6","8.9","15211","2","Primaria","Empleado","No","Alquilada","No","No","9","2","3","0","0"
"1","M","9.9","9.6","7","8634","5","Preparatoria","Desempleado","Si","Alquilada","Si","Si","2","0","2","3","1"
"1","F","7.6","6.4","9.7","2840","4","Preparatoria","Empleado","No","Alquilada","Si","No","8","2","5","1","0"
"1","F","8.2","9.1","9.7","3461","9","Preparatoria","Empleado","Si","Propia","No","No","7","0","0","2","0"
"2","M","7.1","7.3","9.6","17405","9","Primaria","Desempleado","No","Propia","Si","Si","8","3","0","0","0"
"1","M","9.7","7.5","5.6","17003","8","Preparatoria","Desempleado","No","Propia","Si","Si","4","1","5","2","1"
"2","F","5.2","7.5","8.6","5472","3","Primaria","Empleado","Si","Alquilada","Si","No","8","4","4","2","1"
"1","M","7.2","9.5","7.2","17847","7","Preparatoria","Desempleado","Si","Alquilada","Si","Si","2","0","4","4","1"
"3","F","7","7.5","6","8575","9","Primaria","Empleado","Si","Alquilada","No","No","6","1","3","3","0"
"1","F","9","5.9","5.9","6843","9","Secundaria","Empleado","Si","Alquilada","No","Si","2","0","0","5","1"
"1","F","7.2","6.6","7","9739","6","Secundaria","Empleado","Si","Alquilada","No","Si","5","5","5","3","0"
"3","M","5.3","6.3","9","16852","5","Preparatoria","Empleado","Si","Propia","Si","No","7","3","1","2","1"
"2","F","7","5.1","8.2","18324","8","Universitaria","Desempleado","No","Alquilada","No","No","1","1","5","4","1"
"2","M","8.6","9.7","6.9","11157","3","Universitaria","Desempleado","Si","Prestada","Si","No","7","1","1","1","1"
"1","M","9.2","6.2","8.2","16516","7","Secundaria","Desempleado","No","Alquilada","Si","Si","0","2","5","0","0"
"3","F","8","7.6","8.9","14432","7","Preparatoria","Desempleado","No","Propia","Si","No","3","0","5","5","0"
"2","M","7","5.8","8.4","9432","4","Preparatoria","Desempleado","No","Alquilada","No","Si","6","0","5","1","0"
"1","M","7.5","5.6","8.3","17148","2","Preparatoria","Empleado","Si","Prestada","No","Si","0","4","5","0","0"
"3","M","9","9.7","8.5","13194","8","Universitaria","Desempleado","Si","Alquilada","Si","No","5","2","5","2","0"
"2","M","8.4","5.9","7.6","16819","4","Secundaria","Desempleado","Si","Prestada","Si","No","9","2","5","4","0"
"2","M","8.7","5.8","6.8","8625","7","Preparatoria","Desempleado","Si","Prestada","No","Si","5","4","1","4","1"
"3","F","7.3","7.1","9.2","9404","4","Secundaria","Empleado","Si","Propia","Si","No","6","2","1","5","0"
"3","M","6","7.2","5.4","16674","5","Secundaria","Desempleado","Si","Prestada","Si","Si","8","2","3","5","1"
"3","F","9","5.6","7.8","12507","8","Primaria","Desempleado","No","Alquilada","No","Si","6","3","5","3","1"
"3","F","7.8","9.7","5.9","6623","3","Universitaria","Desempleado","No","Prestada","No","Si","2","5","2","5","1"
"1","F","9.6","5.8","8.9","9015","7","Secundaria","Desempleado","No","Alquilada","Si","No","3","1","1","3","1"
"3","F","5.2","7.6","6.2","17261","8","Primaria","Desempleado","No","Alquilada","No","Si","0","4","3","1","1"
"2","F","5","7.3","7.8","9782","9","Universitaria","Empleado","No","Alquilada","Si","Si","4","3","1","5","0"
"2","F","6.8","7.8","5.4","7214","5","Preparatoria","Desempleado","Si","Alquilada","Si","No","6","5","1","3","0"
"1","M","9.5","6.6","6.1","8938","3","Preparatoria","Desempleado","Si","Propia","No","No","2","3","5","0","1"
"2","M","9.8","6.9","6.2","4988","9","Primaria","Desempleado","No","Alquilada","Si","No","5","3","2","4","0"
"2","M","7.1","5.6","7.1","7156","5","Preparatoria","Empleado","No","Propia","No","Si","2","2","1","4","0"
"3","F","6.3","9.2","8.9","7512","6","Primaria","Desempleado","No","Prestada","No","No","3","5","3","2","0"
"2","M","9.8","8.9","6.4","11788","2","Primaria","Desempleado","Si","Alquilada","No","Si","4","5","5","2","1"
"1","M","6.3","5.6","6.2","16185","9","Preparatoria","Empleado","Si","Prestada","Si","Si","5","4","3","5","0"
"3","M","9.3","7.7","5","11971","9","Universitaria","Desempleado","Si","Propia","No","Si","5","2","0","5","1"
"3","F","6.5","6.8","8.7","12640","2","Primaria","Empleado","Si","Alquilada","Si","No","0","2","4","1","1"
"1","M","8.2","6.9","9.2","8487","2","Universitaria","Desempleado","Si","Alquilada","Si","Si","7","3","1","2","1"
"3","F","6.2","9.3","9.4","15688","6","Universitaria","Empleado","Si","Propia","No","Si","2","0","5","0","0"
"3","M","8.7","8.8","5","14452","7","Primaria","Empleado","Si","Prestada","Si","No","3","4","1","3","1"
"1","F","9.8","8.9","6","17372","7","Universitaria","Empleado","No","Propia","No","Si","7","4","3","3","0"
"3","F","6.1","5.6","9.2","13999","6","Primaria","Empleado","No","Prestada","No","No","4","3","1","1","0"
"1","F","8.7","5.5","8.9","15434","2","Preparatoria","Desempleado","Si","Prestada","No","No","5","3","5","3","1"
"1","M","8.8","7.4","7.1","14416","2","Preparatoria","Empleado","No","Prestada","Si","No","0","1","3","4","1"
"2","M","8.2","9","8.4","15945","3","Preparatoria","Empleado","Si","Alquilada","No","No","7","3","0","3","1"
"2","F","8.2","6.2","9.3","3017","3","Preparatoria","Desempleado","No","Propia","No","Si","4","2","5","2","1"
"3","M","7.8","8.8","5.5","6690","9","Preparatoria","Desempleado","Si","Alquilada","No","Si","0","3","1","4","0"
"3","F","5.4","8.9","7.7","10373","4","Universitaria","Empleado","Si","Propia","Si","Si","6","4","5","2","1"
"1","F","5.5","7.1","8","16378","9","Universitaria","Empleado","No","Prestada","Si","Si","1","0","5","2","0"
"3","M","8","9.8","5.7","6700","8","Universitaria","Desempleado","Si","Alquilada","No","No","5","0","0","1","1"
"1","M","6.5","6.6","5.4","15901","8","Secundaria","Empleado","No","Alquilada","No","Si","2","2","0","1","1"
"1","M","8","9.7","9.1","2660","8","Secundaria","Desempleado","Si","Alquilada","No","No","5","0","4","4","0"
"3","F","7.4","7.1","9.7","19699","5","Primaria","Desempleado","No","Prestada","Si","Si","8","3","3","3","0"
"1","F","9.7","8.3","9.3","9381","3","Secundaria","Empleado","Si","Propia","Si","Si","5","0","0","5","0"
"2","M","9.5","5.7","6.6","4919","3","Preparatoria","Desempleado","No","Prestada","Si","No","0","3","3","5","0"
"3","F","8.2","9.8","8.7","12932","3","Preparatoria","Desempleado","Si","Alquilada","No","Si","5","5","4","0","1"
"2","M","6.2","9.4","5.8","2815","3","Preparatoria","Empleado","No","Alquilada","Si","Si","2","1","3","3","1"
"3","F","5.9","6.7","5.9","16510","9","Primaria","Desempleado","No","Prestada","No","No","3","4","5","4","1"
"1","M","7.3","7.3","6.9","14289","6","Primaria","Desempleado","No","Alquilada","Si","Si","3","5","4","0","0"
"3","M","5.9","9.1","6.3","6734","4","Primaria","Empleado","No","Alquilada","No","Si","8","2","1","2","1"
"2","F","9","5.1","6.3","4753","3","Primaria","Desempleado","Si","Propia","Si","Si","7","1","4","2","0"
"1","M","8","5.1","7.5","8505","7","Universitaria","Desempleado","No","Propia","Si","No","6","0","4","0","0"
"3","M","6.2","7.6","7.8","13559","5","Primaria","Empleado","Si","Propia","Si","No","4","2","4","2","1"
"3","F","5.2","6.3","9.8","16905","8","Primaria","Desempleado","Si","Propia","Si","Si","9","3","2","3","0"
"3","M","9.9","9.7","7.6","6685","3","Secundaria","Desempleado","Si","Propia","No","Si","3","1","0","1","0"
"2","F","8.3","8.8","7.4","18585","6","Universitaria","Desempleado","Si","Propia","No","Si","2","4","3","5","0"
"2","M","9.8","6.1","6.5","19388","7","Preparatoria","Desempleado","Si","Alquilada","No","No","0","4","5","3","0"
"3","F","7.7","8.1","8.5","19696","8","Secundaria","Empleado","Si","Alquilada","Si","Si","8","1","3","2","0"
"1","M","6.8","7.7","8.3","13765","2","Primaria","Desempleado","Si","Propia","No","No","7","1","2","1","0"
"1","M","7.2","7.7","6.5","6221","9","Preparatoria","Empleado","Si","Prestada","Si","No","0","1","1","3","1"
"2","M","9.4","9.5","8.2","17327","2","Preparatoria","Desempleado","No","Propia","Si","Si","1","0","5","5","0"
"1","M","8.1","7.4","5.2","5671","8","Preparatoria","Empleado","No","Alquilada","Si","No","0","5","0","2","1"
"2","F","6.2","5.3","7.2","6941","4","Secundaria","Desempleado","Si","Prestada","No","No","0","5","0","3","0"
"3","F","8.2","7.5","6","14466","2","Universitaria","Empleado","No","Prestada","Si","No","8","5","0","2","1"
"2","F","8.3","8.5","9.7","19988","3","Universitaria","Empleado","No","Prestada","Si","No","4","4","0","4","1"
"2","F","8.2","9.9","6.7","14191","8","Preparatoria","Desempleado","Si","Alquilada","Si","No","2","4","2","0","1"
"3","F","5.4","5.2","9.6","6588","6","Primaria","Desempleado","No","Prestada","Si","Si","1","0","3","2","0"
"1","F","5.2","5","9","12811","4","Universitaria","Empleado","No","Alquilada","No","No","7","2","1","5","1"
"2","F","5.6","6.6","9.3","9928","7","Universitaria","Empleado","No","Alquilada","No","No","7","4","5","3","1"
"2","M","7.3","5.6","7.8","17325","3","Primaria","Empleado","Si","Propia","No","No","5","2","5","5","1"
"3","M","7.1","9.7","9.9","9120","2","Secundaria","Empleado","Si","Alquilada","No","No","1","2","1","2","1"
"1","M","9.4","5.4","5.4","16274","5","Secundaria","Empleado","No","Prestada","No","No","0","2","1","2","1"
"2","M","7.2","6.8","7.3","6719","9","Primaria","Empleado","Si","Alquilada","Si","Si","5","4","2","5","0"
"3","F","7.9","8.8","7.8","10081","3","Secundaria","Desempleado","Si","Alquilada","No","Si","0","3","2","3","0"
"2","F","6.7","9.5","7.8","16550","5","Preparatoria","Desempleado","No","Propia","No","No","5","2","4","3","0"
"3","F","8.1","8.3","7.5","18354","7","Universitaria","Empleado","No","Propia","No","Si","9","5","2","1","1"
"1","M","5.6","8.4","8.9","12864","5","Secundaria","Empleado","No","Alquilada","No","No","1","3","0","5","1"
"1","F","8.2","9.8","5.2","18931","7","Preparatoria","Desempleado","No","Alquilada","No","Si","6","0","3","5","0"
"1","M","5.4","6.5","5.1","14624","4","Preparatoria","Empleado","Si","Alquilada","Si","Si","9","5","1","2","1"
"1","F","9.8","8.9","7.4","5361","6","Preparatoria","Empleado","Si","Propia","No","No","1","3","2","4","1"
"2","F","7.7","9.9","6.8","15707","2","Preparatoria","Desempleado","Si","Propia","Si","No","1","3","3","0","1"
"2","F","5.7","9.6","8.9","3924","9","Preparatoria","Desempleado","Si","Prestada","No","No","5","1","0","5","1"
"1","F","6.4","8.8","5.1","14647","2","Primaria","Empleado","Si","Prestada","Si","No","3","2","2","2","1"
"1","M","5.3","7.6","6.8","8681","9","Universitaria","Desempleado","Si","Prestada","Si","Si","5","4","2","3","1"
"1","M","8.3","9","5","4701","3","Universitaria","Empleado","Si","Prestada","No","No","7","1","3","1","0"
"2","F","5.4","8.7","7.6","16175","8","Primaria","Desempleado","Si","Propia","No","Si","9","5","5","2","1"
"1","M","8.2","9.9","9.4","12122","2","Primaria","Empleado","Si","Propia","No","No","2","3","5","4","1"
"1","F","5.4","9.9","9.8","18805","4","Preparatoria","Empleado","No","Alquilada","Si","No","4","0","0","3","0"
"1","F","8.7","7.4","8.4","18719","2","Secundaria","Empleado","Si","Prestada","Si","Si","4","4","2","4","0"
"3","F","8.3","7.5","9","11718","3","Universitaria","Empleado","Si","Alquilada","No","No","9","0","3","4","0"
"1","F","7.5","6.3","5.4","2056","2","Secundaria","Desempleado","Si","Alquilada","Si","No","8","3","0","5","0"
"3","M","5","6.3","8.7","15973","6","Universitaria","Desempleado","No","Propia","No","Si","6","0","2","0","0"
"3","F","5.3","6.3","5.3","17352","7","Preparatoria","Desempleado","No","Alquilada","Si","Si","8","1","5","0","0"
"1","F","8.8","7.4","6.6","17052","5","Secundaria","Empleado","Si","Alquilada","No","No","7","0","2","5","0"
"3","M","7.5","8.5","7","5147","5","Universitaria","Desempleado","Si","Propia","Si","Si","2","1","1","2","1"
"1","F","8.2","5.3","9.7","5537","7","Universitaria","Empleado","No","Propia","No","No","1","2","4","0","0"
"2","M","8.2","9.6","8","2721","5","Preparatoria","Empleado","Si","Propia","Si","Si","2","4","0","2","0"
"2","F","5.7","6.4","9.7","14269","6","Secundaria","Desempleado","No","Propia","Si","No","5","0","3","2","0"
"2","F","6.9","8.1","7.1","18769","4","Preparatoria","Desempleado","Si","Prestada","No","Si","9","1","1","5","0"
"2","F","6.5","6.7","6","9426","3","Secundaria","Empleado","No","Prestada","Si","Si","3","3","2","3","1"
"3","F","7","6.3","8.3","15788","6","Secundaria","Empleado","No","Prestada","Si","Si","0","5","3","3","1"
"1","F","9.4","5","9.8","16007","3","Universitaria","Desempleado","Si","Alquilada","No","No","9","3","1","1","1"
"1","F","7.5","9.1","6.4","13079","4","Primaria","Desempleado","No","Prestada","No","No","9","1","1","0","1"
"1","M","7.2","6.9","9.9","16346","6","Secundaria","Desempleado","No","Propia","No","No","8","4","5","5","0"
"2","F","6.7","5.9","5.9","9115","2","Secundaria","Desempleado","No","Prestada","Si","Si","5","2","5","1","1"
"2","M","8","5.9","8.7","12911","8","Preparatoria","Desempleado","Si","Propia","Si","Si","0","2","4","5","0"
"1","M","9.1","7.3","8.1","2259","4","Secundaria","Empleado","Si","Prestada","No","Si","2","4","5","4","1"
"2","F","6.1","8.3","9.7","10791","5","Secundaria","Empleado","No","Prestada","Si","Si","0","5","1","2","1"
"1","M","5","7.7","8","9536","6","Secundaria","Empleado","No","Propia","Si","No","8","0","0","2","0"
"1","F","9.1","7.6","8.6","10947","4","Secundaria","Desempleado","Si","Propia","Si","Si","3","1","4","3","0"
"1","M","5.8","8.9","9.3","13769","4","Secundaria","Empleado","Si","Alquilada","No","Si","1","2","4","4","1"
"1","F","5.2","5","7.7","12950","6","Primaria","Desempleado","Si","Alquilada","No","No","3","4","2","2","1"
"1","M","7.5","8.2","8","18860","5","Universitaria","Desempleado","No","Alquilada","No","No","1","2","2","2","1"
"1","M","5.8","5.3","5.5","7283","7","Secundaria","Desempleado","Si","Prestada","No","Si","5","2","0","4","1"
"1","F","9.1","5.6","6.3","11791","5","Preparatoria","Empleado","Si","Prestada","Si","Si","5","0","3","4","1"
"2","M","6.5","5.8","7.2","4359","4","Preparatoria","Empleado","Si","Propia","No","Si","6","2","5","2","0"
"1","F","7.3","6.5","6.5","9405","3","Secundaria","Empleado","Si","Propia","No","No","8","1","5","4","1"
"1","F","9.9","5.4","7.4","19645","7","Secundaria","Empleado","No","Alquilada","Si","Si","8","4","0","0","1"
"2","F","6.3","8.3","8.8","16357","9","Secundaria","Desempleado","No","Propia","No","Si","3","5","4","4","1"
"2","F","5.2","7.2","5.1","8323","7","Primaria","Desempleado","Si","Prestada","Si","Si","8","5","2","1","0"
"2","F","8.3","9.2","8.7","7937","4","Universitaria","Empleado","No","Propia","Si","No","7","5","0","1","1"
"1","M","8.2","9.9","9","19966","6","Preparatoria","Empleado","Si","Propia","Si","Si","0","0","2","2","0"
"3","M","9.9","7.4","8.8","13030","6","Primaria","Desempleado","No","Propia","Si","No","6","5","0","2","0"
"3","M","7.3","6.2","8.3","19882","6","Primaria","Empleado","Si","Propia","Si","No","6","0","5","3","0"
"2","F","5.8","7.3","8.9","15003","5","Secundaria","Empleado","Si","Propia","No","No","9","5","0","4","1"
"3","M","6.2","6","9.2","12578","2","Universitaria","Desempleado","No","Alquilada","Si","No","3","4","1","1","0"
"2","M","5.1","6.6","7.4","14979","6","Secundaria","Empleado","Si","Alquilada","No","No","6","1","0","3","1"
"1","M","5.6","8.6","8.5","4209","6","Preparatoria","Empleado","Si","Prestada","No","Si","9","5","2","2","1"
"3","M","9.7","6.2","6.5","14060","7","Universitaria","Empleado","No","Alquilada","Si","Si","9","2","0","5","1"
"1","M","7","7.6","6.7","9228","3","Secundaria","Desempleado","Si","Propia","Si","No","4","2","3","5","1"
"3","F","6.8","6.9","6.2","11300","3","Preparatoria","Empleado","No","Alquilada","No","No","4","5","5","0","0"
"1","F","7.4","8.2","8.6","10681","4","Primaria","Empleado","Si","Prestada","Si","Si","4","1","5","4","0"
"3","M","9.6","9.1","7.6","10196","4","Preparatoria","Desempleado","Si","Alquilada","No","No","5","3","1","3","1"
"1","F","7.1","8.1","8.3","10267","4","Preparatoria","Desempleado","No","Prestada","Si","Si","6","4","0","0","1"
"1","F","6","5.7","6","7372","6","Preparatoria","Desempleado","No","Prestada","Si","Si","4","1","3","5","0"
"3","M","8.2","7.8","5","8150","3","Universitaria","Desempleado","Si","Prestada","Si","No","8","2","2","2","0"
"1","M","8.1","8.9","6.2","12920","4","Primaria","Desempleado","Si","Propia","No","Si","8","4","3","1","1"
"1","F","7","6.8","7.9","18001","9","Universitaria","Desempleado","No","Prestada","Si","Si","6","5","5","3","1"
"1","M","8.8","5.5","5.4","18856","3","Primaria","Desempleado","No","Alquilada","Si","Si","9","4","1","3","0"
"3","F","6.9","9.3","6.7","17147","6","Secundaria","Empleado","Si","Alquilada","No","No","2","2","2","2","1"
"3","F","5.7","8.8","6.3","19221","7","Secundaria","Desempleado","Si","Alquilada","No","Si","3","1","0","2","0"
"1","M","9.1","9.7","6.2","3186","6","Preparatoria","Desempleado","Si","Prestada","No","Si","3","3","0","1","1"
"1","F","8.6","9","8.1","8461","4","Preparatoria","Desempleado","No","Prestada","Si","Si","6","4","3","1","1"
"3","F","5.8","7","5.6","19865","6","Universitaria","Empleado","Si","Propia","No","No","1","5","0","1","1"
"3","F","7.4","7.1","5.7","13464","6","Primaria","Empleado","No","Prestada","No","No","4","4","2","0","1"
"1","M","7.4","9.1","9.9","16052","9","Primaria","Desempleado","Si","Alquilada","No","No","3","4","5","0","1"
"1","M","8.2","5.9","5.6","9332","3","Primaria","Desempleado","No","Propia","Si","No","9","5","2","2","1"
"1","M","5.1","5.9","9.8","18615","2","Preparatoria","Desempleado","Si","Alquilada","Si","Si","8","5","0","3","1"
"2","M","6.8","7.8","6.5","2327","9","Preparatoria","Empleado","No","Propia","Si","Si","0","5","3","0","1"
"3","F","9.5","6.5","9.2","7239","5","Primaria","Desempleado","No","Prestada","No","Si","9","1","0","2","0"
"2","M","6.9","5","8","19333","9","Preparatoria","Empleado","Si","Propia","Si","Si","2","4","5","5","1"
"3","M","9.1","6.6","7.6","12078","4","Primaria","Empleado","No","Prestada","Si","No","5","5","4","5","0"
"3","M","9","7.9","8.2","9038","8","Universitaria","Desempleado","No","Prestada","No","No","3","2","0","0","0"
"3","M","9.1","7.5","7.8","10048","2","Secundaria","Empleado","No","Alquilada","Si","No","2","2","1","1","1"
"3","F","7.8","9.5","5.7","16954","7","Primaria","Desempleado","Si","Prestada","Si","Si","5","5","0","5","1"
"3","F","5.5","6.8","8.2","4297","8","Preparatoria","Empleado","Si","Prestada","No","No","2","0","5","2","0"
"3","F","6.6","7","9","19691","4","Universitaria","Empleado","Si","Prestada","No","No","6","4","4","5","1"
"3","M","7.4","6.6","6.8","14703","2","Preparatoria","Empleado","Si","Alquilada","No","Si","0","3","1","1","0"
"2","M","8.7","9.5","7","4779","6","Preparatoria","Desempleado","No","Prestada","No","Si","8","0","3","4","0"
"1","F","5.3","8.9","9","15706","4","Preparatoria","Empleado","No","Alquilada","No","Si","9","4","1","5","0"
"1","M","7.9","7","7","15225","2","Primaria","Empleado","Si","Propia","No","No","1","4","2","3","0"
"2","M","6.9","9","7.4","9318","5","Universitaria","Desempleado","No","Alquilada","No","Si","3","5","5","1","0"
"2","F","5.2","8.9","9.1","15531","6","Primaria","Empleado","No","Alquilada","No","No","5","1","4","3","1"
"2","F","7.2","9.4","7.2","7335","9","Secundaria","Empleado","Si","Prestada","Si","No","5","1","2","2","0"
"2","M","6.7","9.8","6","11530","4","Primaria","Desempleado","Si","Alquilada","Si","Si","7","2","2","4","0"
"3","M","7.5","6.8","8.2","9502","7","Secundaria","Desempleado","No","Propia","Si","No","7","0","1","3","1"
"1","M","8.5","5.6","6.9","3649","9","Universitaria","Desempleado","Si","Alquilada","Si","No","3","0","1","5","0"
"3","F","5.7","6.6","7.4","15472","7","Universitaria","Empleado","No","Prestada","Si","Si","5","5","2","0","1"
"1","F","6.6","5","7.5","4862","4","Primaria","Empleado","No","Propia","No","No","8","0","5","5","1"
"1","F","8","8.6","8.9","2917","2","Primaria","Empleado","Si","Prestada","No","No","6","5","3","5","0"
"2","F","8.6","5.5","6.1","14444","9","Preparatoria","Empleado","Si","Prestada","No","No","7","2","0","2","1"
"3","M","9.4","7.5","8.1","10353","9","Secundaria","Empleado","No","Alquilada","Si","Si","7","3","0","4","0"
"2","F","8.2","5.1","8.2","7449","4","Preparatoria","Desempleado","Si","Prestada","Si","No","1","3","4","0","1"
"3","F","7.6","8.1","5.9","4811","8","Preparatoria","Empleado","No","Propia","No","Si","6","5","1","0","1"
"1","M","9.4","9.7","5.3","5421","6","Universitaria","Desempleado","No","Propia","No","Si","2","3","0","5","1"
